EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,NETPR,PEINH,MWSKZ,EINDT
451693,67,M815,US01,0001,15,148.37,1,V0,2025-11-04
451693,10,M760,US01,0002,10,145.79,1,V0,2025-09-18
451693,62,M289,US01,0002,6,84.45,1,A1,2025-11-12
451693,50,M289,US01,0002,15,663.94,1,V0,2025-08-25
451694,17,M609,US01,0002,16,931.6,1,V0,2025-10-23
451694,29,M855,US01,0001,7,975.74,1,A1,2025-08-19
451694,80,M961,US01,0002,13,801.06,1,A0,2025-10-05
451694,72,M127,US01,0002,11,865.31,1,A1,2025-10-14
451695,99,M987,US01,0002,3,775.48,1,A1,2025-11-06
451695,76,M617,US01,0001,3,678.98,1,A1,2025-09-05
451696,30,M166,US01,0001,8,526.67,1,A0,2025-09-19
451696,28,M287,US01,0002,1,518.06,1,A1,2025-10-06
451696,30,M872,US01,0001,7,615.79,1,V0,2025-11-05
451696,46,M714,US01,0001,17,321.03,1,A0,2025-09-30
451697,47,M751,US01,0001,10,484.93,1,V0,2025-11-05
451697,49,M751,US01,0002,9,285.45,1,A0,2025-09-26
451697,64,M981,US01,0002,10,950.7,1,V0,2025-08-21
451697,47,M527,US01,0002,7,507.76,1,A1,2025-08-25
451698,45,M835,US01,0002,9,610.5,1,A1,2025-10-21
451698,94,M129,US01,0002,7,726.5,1,A1,2025-09-16
451698,78,M283,US01,0001,19,176.94,1,A0,2025-10-08
451699,94,M410,US01,0001,12,796.65,1,A1,2025-08-27
451699,62,M617,US01,0002,4,867.81,1,V0,2025-09-30
451700,18,M669,US01,0002,12,757.81,1,A0,2025-11-09
451700,82,M622,US01,0002,8,823.96,1,A1,2025-10-05
451700,97,M231,US01,0001,7,922.29,1,A1,2025-09-29
451701,72,M805,US01,0002,5,449.44,1,V0,2025-09-08
451701,41,M707,US01,0002,9,581.37,1,A0,2025-10-07
451701,22,M654,US01,0002,4,137.54,1,A0,2025-10-10
451701,92,M920,US01,0002,12,762.19,1,V0,2025-09-26
451702,36,M902,US01,0002,1,279.96,1,A1,2025-10-03
451702,89,M361,US01,0001,10,168.91,1,A0,2025-09-29
451702,43,M538,US01,0001,9,622.74,1,A1,2025-08-19
451702,56,M726,US01,0002,14,765.45,1,A0,2025-11-02
451703,75,M699,US01,0002,11,765.63,1,A0,2025-09-30
451703,62,M256,US01,0002,16,678.37,1,V0,2025-09-27
451703,63,M547,US01,0001,2,490.17,1,A0,2025-11-01
451703,87,M805,US01,0001,2,92.27,1,V0,2025-08-21
451704,66,M459,US01,0002,19,507.42,1,A0,2025-10-13
451704,93,M939,US01,0002,4,253.26,1,A1,2025-11-12
451704,70,M751,US01,0001,3,627.24,1,A1,2025-11-01
451705,38,M776,US01,0001,6,537.61,1,A0,2025-10-12
451705,77,M219,US01,0002,14,192.25,1,V0,2025-08-20
451705,32,M751,US01,0001,14,360.45,1,A0,2025-10-03
451705,19,M938,US01,0001,4,423.58,1,A1,2025-09-02
451706,81,M938,US01,0001,1,674.06,1,A1,2025-11-07
451706,86,M360,US01,0001,11,209.68,1,V0,2025-08-23
451707,85,M258,US01,0001,18,972.34,1,V0,2025-09-05
451707,49,M878,US01,0002,13,637.21,1,A1,2025-09-09
451708,50,M751,US01,0001,9,207.47,1,A1,2025-09-08
451708,76,M987,US01,0001,2,502.0,1,A1,2025-09-18
451709,38,M254,US01,0002,18,168.66,1,A1,2025-08-27
451709,10,M382,US01,0002,2,696.43,1,V0,2025-09-17
451710,26,M275,US01,0002,20,89.2,1,A0,2025-08-19
451710,10,M674,US01,0002,8,54.97,1,A1,2025-09-30
451710,94,M681,US01,0002,12,228.18,1,A1,2025-10-30
451710,44,M228,US01,0002,3,783.88,1,V0,2025-08-19
451711,14,M376,US01,0001,8,991.73,1,A0,2025-09-08
451712,32,M957,US01,0002,3,597.53,1,V0,2025-08-28
451712,82,M936,US01,0002,8,85.94,1,A1,2025-10-20
451713,55,M886,US01,0001,2,400.45,1,V0,2025-10-26
451713,67,M714,US01,0001,2,190.41,1,A1,2025-11-06
451714,68,M160,US01,0001,3,558.13,1,A1,2025-10-31
451714,31,M203,US01,0002,12,698.54,1,A0,2025-10-23
451714,71,M646,US01,0002,17,95.83,1,A1,2025-08-31
451715,46,M107,US01,0002,2,915.13,1,V0,2025-11-05
451715,37,M676,US01,0001,14,774.29,1,V0,2025-08-26
451715,42,M750,US01,0002,8,873.87,1,A0,2025-11-03
451715,27,M674,US01,0001,9,202.49,1,A1,2025-10-23
451716,41,M622,US01,0001,10,997.91,1,A0,2025-09-28
451716,83,M816,US01,0002,11,100.07,1,A0,2025-09-30
451717,48,M954,US01,0002,9,811.91,1,A0,2025-09-04
451717,84,M558,US01,0001,2,569.57,1,A0,2025-08-31
451718,11,M414,US01,0002,14,907.2,1,A1,2025-10-14
451719,33,M746,US01,0002,16,160.73,1,V0,2025-10-13
451719,40,M589,US01,0001,10,636.14,1,V0,2025-08-19
451719,43,M604,US01,0001,8,350.96,1,A0,2025-10-29
451720,21,M547,US01,0001,7,760.76,1,V0,2025-10-03
451720,34,M968,US01,0001,16,880.73,1,V0,2025-10-22
451720,20,M968,US01,0002,1,380.53,1,A0,2025-10-31
451721,14,M860,US01,0002,12,360.92,1,V0,2025-09-14
451722,82,M805,US01,0002,4,68.4,1,A0,2025-10-11
451722,21,M686,US01,0001,19,473.11,1,A0,2025-09-26
451722,53,M431,US01,0002,7,241.45,1,A1,2025-09-13
451723,53,M601,US01,0001,2,959.61,1,V0,2025-09-10
451723,37,M689,US01,0001,13,630.96,1,A1,2025-09-15
451723,75,M601,US01,0002,19,958.95,1,V0,2025-09-03
451723,22,M665,US01,0002,15,992.25,1,A1,2025-10-12
451724,92,M254,US01,0002,5,756.28,1,A0,2025-09-24
451724,61,M270,US01,0002,13,225.95,1,A0,2025-11-11
451724,84,M482,US01,0001,14,391.98,1,A0,2025-10-04
451725,17,M913,US01,0002,19,165.02,1,A1,2025-11-06
451725,70,M228,US01,0001,16,602.69,1,A1,2025-09-22
451726,14,M243,US01,0002,19,455.93,1,V0,2025-10-25
451726,87,M786,US01,0001,13,97.62,1,V0,2025-08-24
451726,70,M473,US01,0001,9,452.99,1,V0,2025-08-24
451727,18,M341,US01,0001,12,310.49,1,A1,2025-11-12
451727,20,M901,US01,0002,11,78.44,1,V0,2025-09-27
451727,46,M609,US01,0002,19,59.72,1,A0,2025-09-29
451727,83,M127,US01,0002,9,971.1,1,A1,2025-09-15
451728,35,M360,US01,0001,10,160.02,1,A0,2025-09-19
451728,48,M899,US01,0001,16,903.52,1,V0,2025-10-02
451728,84,M249,US01,0001,20,636.27,1,V0,2025-11-10
451728,29,M203,US01,0002,14,867.27,1,A0,2025-10-25
451729,12,M160,US01,0002,19,625.38,1,A0,2025-09-28
451729,62,M920,US01,0002,15,119.71,1,A1,2025-09-27
451729,86,M794,US01,0001,7,974.91,1,V0,2025-10-29
451729,73,M258,US01,0001,20,869.76,1,A1,2025-11-07
451730,86,M341,US01,0002,19,514.23,1,V0,2025-09-28
451730,36,M381,US01,0001,13,989.54,1,A1,2025-08-20
451730,85,M899,US01,0002,20,784.83,1,V0,2025-08-17
451730,46,M686,US01,0001,4,846.61,1,A0,2025-09-17
451731,60,M710,US01,0001,7,517.36,1,A0,2025-10-15
451731,39,M878,US01,0002,8,138.21,1,A1,2025-09-28
451731,73,M256,US01,0002,10,468.19,1,A1,2025-09-20
451732,35,M368,US01,0001,16,146.75,1,A0,2025-11-01
451732,42,M674,US01,0001,20,179.47,1,A0,2025-10-02
451732,79,M610,US01,0001,4,736.78,1,A1,2025-10-30
451733,94,M786,US01,0001,9,167.7,1,A1,2025-11-01
451733,71,M689,US01,0002,11,71.46,1,A1,2025-10-27
451733,78,M459,US01,0002,12,521.07,1,A0,2025-10-30
451733,82,M609,US01,0001,17,591.37,1,A1,2025-10-03
451734,46,M230,US01,0001,13,546.42,1,V0,2025-11-03
451734,85,M674,US01,0001,1,711.27,1,A0,2025-10-04
451734,25,M751,US01,0001,3,671.48,1,V0,2025-11-09
451734,99,M572,US01,0002,1,361.66,1,A1,2025-10-13
451735,87,M853,US01,0002,9,866.84,1,A1,2025-09-15
451735,14,M899,US01,0002,20,100.06,1,A0,2025-11-12
451735,76,M938,US01,0002,5,425.34,1,A0,2025-10-29
451736,25,M416,US01,0002,9,322.26,1,V0,2025-09-18
451736,14,M410,US01,0002,16,968.64,1,V0,2025-10-28
451736,38,M203,US01,0002,5,608.89,1,A1,2025-09-24
451736,88,M968,US01,0002,16,115.45,1,A0,2025-09-17
451737,89,M230,US01,0001,19,650.95,1,A1,2025-09-29
451737,64,M390,US01,0001,3,270.8,1,A0,2025-11-11
451738,66,M617,US01,0001,12,156.06,1,A0,2025-08-30
451738,74,M855,US01,0002,17,298.96,1,A1,2025-08-19
451738,62,M502,US01,0001,14,201.01,1,A0,2025-10-19
451738,73,M969,US01,0002,8,981.06,1,A1,2025-08-27
451739,45,M608,US01,0002,11,793.35,1,V0,2025-09-25
451740,28,M939,US01,0001,7,56.33,1,A1,2025-08-18
451740,51,M991,US01,0001,15,658.09,1,V0,2025-11-03
451740,48,M714,US01,0002,18,911.98,1,V0,2025-09-18
451741,80,M689,US01,0001,6,603.17,1,A0,2025-09-13
451741,15,M685,US01,0001,8,372.43,1,A0,2025-10-02
451742,61,M686,US01,0001,19,486.22,1,A1,2025-09-09
451742,92,M494,US01,0002,8,57.29,1,A1,2025-09-28
451742,55,M148,US01,0001,17,458.37,1,A1,2025-09-21
451742,29,M649,US01,0002,14,85.78,1,A1,2025-09-02
451743,32,M970,US01,0002,2,574.51,1,V0,2025-10-14
451744,95,M569,US01,0002,5,65.89,1,A0,2025-09-03
451745,45,M714,US01,0001,4,147.61,1,A0,2025-08-20
451746,31,M319,US01,0002,15,506.48,1,A1,2025-08-26
451747,14,M870,US01,0002,1,629.53,1,A0,2025-08-24
451747,43,M360,US01,0002,17,256.68,1,A0,2025-10-23
451747,50,M710,US01,0001,13,174.21,1,V0,2025-09-24
451747,67,M746,US01,0002,6,247.3,1,V0,2025-09-05
451748,37,M969,US01,0001,19,417.61,1,A1,2025-10-20
451748,94,M676,US01,0002,1,388.37,1,A0,2025-08-17
451748,37,M843,US01,0002,17,301.17,1,A1,2025-09-22
451749,65,M173,US01,0001,9,148.89,1,A1,2025-10-22
451750,81,M902,US01,0001,14,709.59,1,A0,2025-10-20
451750,13,M751,US01,0001,18,377.15,1,V0,2025-08-19
451750,77,M617,US01,0002,10,158.07,1,V0,2025-09-15
451751,79,M416,US01,0001,3,354.82,1,A0,2025-10-17
451751,18,M815,US01,0001,4,945.9,1,A0,2025-10-27
451752,21,M954,US01,0002,17,270.82,1,A1,2025-09-19
451752,63,M221,US01,0002,10,292.49,1,V0,2025-10-01
451752,64,M674,US01,0001,8,67.6,1,A0,2025-09-25
451752,72,M969,US01,0002,17,510.21,1,V0,2025-11-11
451753,88,M700,US01,0002,15,186.29,1,A0,2025-10-17
451753,96,M453,US01,0001,3,645.47,1,A1,2025-09-02
451753,57,M859,US01,0002,7,650.51,1,V0,2025-09-21
451754,12,M887,US01,0002,18,460.85,1,A1,2025-11-03
451754,63,M707,US01,0002,20,323.48,1,V0,2025-11-11
451755,31,M569,US01,0002,8,84.71,1,A0,2025-10-23
451755,81,M683,US01,0001,3,561.27,1,V0,2025-08-30
451755,44,M412,US01,0001,2,623.32,1,A0,2025-10-22
451755,99,M799,US01,0002,18,717.63,1,A0,2025-09-03
451756,34,M913,US01,0001,10,610.83,1,A0,2025-08-24
451756,91,M204,US01,0002,2,311.89,1,A0,2025-09-15
451757,31,M969,US01,0001,12,421.96,1,A1,2025-10-04
451757,67,M710,US01,0002,3,350.6,1,A1,2025-09-05
451758,20,M315,US01,0002,20,189.75,1,A0,2025-08-28
451758,69,M710,US01,0001,12,626.1,1,A1,2025-09-19
451759,20,M920,US01,0001,9,799.09,1,V0,2025-08-21
451759,38,M289,US01,0001,4,772.75,1,V0,2025-09-10
451759,26,M961,US01,0002,9,726.25,1,A0,2025-10-19
451760,61,M416,US01,0002,12,281.43,1,A0,2025-11-04
451760,63,M760,US01,0001,11,496.8,1,A1,2025-09-18
451761,85,M231,US01,0001,11,989.5,1,A1,2025-09-27
451761,66,M339,US01,0002,11,922.73,1,A0,2025-10-09
451761,92,M148,US01,0002,19,344.58,1,V0,2025-09-19
451762,41,M502,US01,0002,6,787.94,1,A0,2025-09-15
451762,31,M380,US01,0002,5,783.01,1,A1,2025-10-16
451762,56,M970,US01,0001,8,171.75,1,A1,2025-10-07
451762,91,M902,US01,0001,20,734.99,1,A1,2025-09-02
451763,81,M816,US01,0002,7,701.44,1,A1,2025-10-13
451763,48,M853,US01,0001,19,670.87,1,A1,2025-09-06
451763,29,M258,US01,0002,8,529.42,1,A1,2025-10-31
451764,11,M750,US01,0002,7,791.58,1,V0,2025-11-07
451764,72,M166,US01,0002,16,585.09,1,V0,2025-09-13
451764,69,M517,US01,0002,14,315.46,1,A1,2025-11-03
451765,13,M969,US01,0002,7,52.32,1,A0,2025-10-08
451766,93,M281,US01,0001,6,443.75,1,A1,2025-09-16
451766,75,M569,US01,0002,1,560.64,1,V0,2025-10-26
451766,95,M604,US01,0002,3,302.76,1,V0,2025-10-05
451766,41,M786,US01,0001,12,450.0,1,A0,2025-09-19
451767,45,M853,US01,0002,17,968.02,1,A0,2025-10-07
451767,53,M901,US01,0001,18,351.22,1,V0,2025-10-05
451767,58,M682,US01,0002,6,744.06,1,A0,2025-08-23
451767,85,M148,US01,0001,11,643.06,1,A1,2025-10-10
451768,13,M254,US01,0001,19,859.04,1,A0,2025-10-28
451769,41,M262,US01,0001,7,780.84,1,A0,2025-10-05
451769,68,M718,US01,0001,2,964.48,1,V0,2025-11-02
451769,33,M714,US01,0001,9,841.41,1,A1,2025-11-05
451770,53,M622,US01,0001,9,158.36,1,V0,2025-10-15
451770,19,M815,US01,0002,12,487.8,1,A1,2025-10-26
451770,64,M933,US01,0001,10,550.44,1,A0,2025-09-21
451770,30,M142,US01,0001,2,894.7,1,V0,2025-09-29
451771,58,M936,US01,0001,5,532.43,1,V0,2025-08-21
451771,24,M160,US01,0001,4,673.64,1,A1,2025-09-03
451772,75,M204,US01,0001,7,969.62,1,A0,2025-10-03
451772,12,M221,US01,0001,4,286.12,1,V0,2025-09-14
451772,87,M487,US01,0001,16,725.64,1,A0,2025-09-03
451773,20,M721,US01,0002,6,608.82,1,A1,2025-10-11
451774,81,M682,US01,0002,17,130.73,1,A1,2025-10-23
451774,66,M382,US01,0002,9,194.64,1,A1,2025-09-25
451774,78,M622,US01,0001,2,416.8,1,A0,2025-09-10
451775,76,M368,US01,0001,5,399.55,1,A0,2025-10-21
451776,91,M831,US01,0002,15,698.6,1,A1,2025-10-29
451777,61,M373,US01,0002,6,346.92,1,A1,2025-08-25
451778,56,M208,US01,0002,1,987.13,1,A1,2025-10-25
451778,37,M951,US01,0002,7,604.82,1,A1,2025-09-30
451779,78,M204,US01,0002,7,383.89,1,A0,2025-09-30
451779,56,M113,US01,0001,10,202.03,1,V0,2025-10-22
451780,70,M714,US01,0002,2,441.53,1,V0,2025-10-27
451780,19,M538,US01,0001,10,278.5,1,V0,2025-09-25
451781,57,M654,US01,0002,13,183.52,1,A1,2025-11-11
451781,34,M373,US01,0002,12,721.41,1,V0,2025-11-12
451781,60,M700,US01,0002,13,483.94,1,V0,2025-10-02
451782,65,M681,US01,0002,6,362.17,1,A0,2025-09-13
451782,10,M166,US01,0001,1,136.24,1,V0,2025-10-15
451782,17,M669,US01,0002,3,948.48,1,A0,2025-11-11
451782,94,M502,US01,0002,6,841.69,1,V0,2025-09-02
451783,33,M281,US01,0001,5,937.3,1,V0,2025-08-19
451783,38,M839,US01,0001,7,676.93,1,A1,2025-09-17
451783,85,M381,US01,0002,10,533.16,1,A1,2025-08-28
451784,15,M258,US01,0002,7,877.97,1,A0,2025-10-29
451785,55,M843,US01,0001,12,198.82,1,A0,2025-09-16
451785,55,M954,US01,0002,18,174.85,1,A1,2025-11-09
451786,90,M608,US01,0002,9,728.41,1,A0,2025-10-17
451786,45,M751,US01,0002,7,250.58,1,V0,2025-10-25
451786,29,M618,US01,0001,8,494.23,1,V0,2025-11-04
451787,96,M376,US01,0001,8,328.99,1,A0,2025-09-25
451787,50,M281,US01,0002,8,91.01,1,V0,2025-10-26
451787,22,M361,US01,0002,1,350.78,1,V0,2025-10-01
451787,42,M361,US01,0001,1,499.18,1,A0,2025-08-27
451788,36,M617,US01,0002,10,348.32,1,V0,2025-08-18
451789,54,M681,US01,0001,19,202.1,1,A0,2025-09-22
451789,95,M304,US01,0001,2,292.27,1,A0,2025-08-27
451789,45,M293,US01,0001,1,455.88,1,V0,2025-09-23
451789,60,M138,US01,0001,16,553.16,1,A1,2025-11-01
451790,17,M853,US01,0002,1,93.6,1,A0,2025-09-16
451791,38,M726,US01,0001,3,521.13,1,A1,2025-10-02
451791,83,M886,US01,0001,15,866.79,1,A0,2025-09-10
451792,48,M833,US01,0002,20,446.06,1,V0,2025-09-14
451792,38,M833,US01,0002,4,338.09,1,A1,2025-09-13
451793,16,M746,US01,0001,11,919.32,1,A0,2025-09-13
451794,26,M757,US01,0002,13,167.53,1,A0,2025-11-10
451794,87,M414,US01,0002,18,986.5,1,V0,2025-08-19
451795,85,M805,US01,0001,11,641.36,1,A0,2025-10-21
451795,31,M270,US01,0002,7,513.79,1,A0,2025-10-27
451795,73,M695,US01,0002,15,153.98,1,A1,2025-08-22
451795,76,M850,US01,0002,10,413.09,1,V0,2025-10-08
451796,99,M455,US01,0001,3,726.01,1,V0,2025-10-17
451796,10,M815,US01,0002,13,788.06,1,A1,2025-09-10
451797,92,M589,US01,0001,10,159.77,1,A1,2025-09-11
451798,63,M258,US01,0002,3,439.6,1,A1,2025-08-22
451799,95,M361,US01,0002,12,165.51,1,A0,2025-09-05
451799,54,M601,US01,0002,20,78.08,1,A1,2025-09-20
451799,86,M646,US01,0001,11,115.11,1,V0,2025-10-29
451799,55,M231,US01,0001,17,876.97,1,V0,2025-08-28
451800,32,M617,US01,0002,10,193.07,1,A1,2025-11-13
451801,27,M751,US01,0002,14,121.31,1,V0,2025-10-09
451801,14,M160,US01,0001,19,210.29,1,A0,2025-10-10
451801,34,M203,US01,0001,14,423.09,1,V0,2025-10-27
451802,30,M894,US01,0002,10,55.34,1,A0,2025-09-30
451802,20,M799,US01,0001,3,344.17,1,A0,2025-09-21
451802,78,M256,US01,0002,10,186.36,1,A1,2025-08-31
451803,26,M219,US01,0001,1,792.3,1,A0,2025-10-18
451803,59,M831,US01,0002,19,632.52,1,V0,2025-09-19
451804,93,M494,US01,0001,17,845.23,1,A1,2025-10-28
451804,64,M181,US01,0001,7,885.82,1,A1,2025-10-01
451804,44,M221,US01,0001,17,576.43,1,A0,2025-08-18
451804,96,M258,US01,0002,7,795.98,1,A0,2025-10-29
451805,58,M453,US01,0001,2,307.97,1,A1,2025-08-17
451805,30,M382,US01,0001,6,135.78,1,A1,2025-08-29
451805,60,M776,US01,0002,17,948.94,1,A0,2025-09-15
451805,36,M726,US01,0002,19,177.82,1,V0,2025-11-03
451806,87,M275,US01,0002,13,666.42,1,A1,2025-10-11
451806,93,M936,US01,0002,4,621.56,1,A0,2025-09-04
451807,30,M968,US01,0002,8,965.89,1,A1,2025-09-21
451807,38,M181,US01,0002,5,303.2,1,V0,2025-10-29
451807,92,M315,US01,0001,15,409.45,1,A0,2025-09-07
451808,65,M710,US01,0002,1,596.12,1,A0,2025-08-25
451808,90,M148,US01,0002,12,539.93,1,A1,2025-08-16
451808,43,M833,US01,0002,19,407.14,1,A1,2025-09-27
451809,44,M843,US01,0002,8,273.18,1,A1,2025-10-29
451809,39,M649,US01,0002,1,880.05,1,A1,2025-09-17
451809,49,M414,US01,0001,14,560.39,1,A1,2025-11-04
451809,57,M459,US01,0001,13,220.53,1,A1,2025-09-21
451810,69,M776,US01,0002,12,933.8,1,V0,2025-08-24
451811,90,M853,US01,0001,12,274.35,1,A0,2025-10-10
451812,28,M954,US01,0002,11,115.98,1,V0,2025-08-29
451812,93,M421,US01,0001,4,283.22,1,V0,2025-10-06
451813,93,M552,US01,0001,11,53.28,1,A0,2025-09-17
451813,66,M757,US01,0001,15,491.72,1,A1,2025-11-09
451813,49,M502,US01,0002,2,95.61,1,A0,2025-10-15
451814,31,M665,US01,0001,7,98.13,1,A0,2025-10-01
451814,28,M173,US01,0001,10,83.43,1,V0,2025-09-19
451814,70,M968,US01,0001,3,624.81,1,A1,2025-10-18
451815,67,M981,US01,0001,15,220.08,1,A0,2025-09-23
451816,22,M306,US01,0001,5,268.97,1,V0,2025-11-05
451816,82,M231,US01,0002,13,774.61,1,A0,2025-09-23
451816,50,M855,US01,0001,18,387.97,1,A1,2025-10-12
451816,36,M649,US01,0002,15,734.95,1,A0,2025-10-03
451817,28,M336,US01,0001,20,948.28,1,V0,2025-11-02
451817,12,M204,US01,0001,18,652.25,1,A0,2025-11-03
451817,23,M932,US01,0002,16,347.34,1,V0,2025-10-25
451817,93,M289,US01,0001,2,661.62,1,A1,2025-09-17
451818,84,M970,US01,0002,1,876.66,1,V0,2025-08-17
451818,34,M776,US01,0002,6,897.17,1,V0,2025-11-04
451818,83,M376,US01,0002,20,510.96,1,A1,2025-08-28
451818,79,M608,US01,0001,6,864.42,1,V0,2025-09-01
451819,60,M204,US01,0001,11,195.74,1,A0,2025-10-09
451819,68,M339,US01,0002,1,856.71,1,V0,2025-09-26
451819,32,M682,US01,0002,15,963.51,1,V0,2025-09-23
451820,61,M654,US01,0001,2,273.57,1,V0,2025-10-08
451821,90,M361,US01,0001,9,767.47,1,A1,2025-11-08
451821,73,M776,US01,0001,10,725.72,1,A1,2025-10-26
451821,86,M961,US01,0001,10,709.44,1,A1,2025-10-01
451822,37,M536,US01,0002,15,646.0,1,A0,2025-08-24
451822,74,M502,US01,0002,16,649.36,1,A1,2025-09-06
451822,57,M421,US01,0002,2,554.74,1,A1,2025-10-15
451822,58,M390,US01,0001,7,53.25,1,V0,2025-09-22
451823,48,M138,US01,0002,6,855.12,1,V0,2025-10-22
451824,29,M473,US01,0002,4,970.05,1,V0,2025-09-16
451825,46,M107,US01,0001,19,426.17,1,A0,2025-11-09
451825,42,M142,US01,0001,20,563.52,1,A1,2025-09-28
451825,50,M219,US01,0001,20,435.31,1,V0,2025-09-02
451826,59,M414,US01,0001,19,237.07,1,A1,2025-11-09
451826,35,M266,US01,0001,19,559.79,1,A0,2025-08-30
451826,29,M682,US01,0002,12,553.34,1,V0,2025-09-23
451827,45,M547,US01,0001,14,284.94,1,A0,2025-11-04
451827,24,M107,US01,0002,7,341.86,1,V0,2025-11-11
451828,78,M902,US01,0002,6,247.39,1,A0,2025-08-19
451828,84,M816,US01,0001,18,887.71,1,V0,2025-10-22
451829,35,M665,US01,0002,18,59.54,1,V0,2025-10-14
451830,24,M792,US01,0002,20,834.02,1,A0,2025-10-07
451830,28,M172,US01,0001,20,791.55,1,V0,2025-10-14
451831,24,M487,US01,0001,18,872.92,1,A0,2025-10-10
451831,41,M107,US01,0001,6,54.69,1,A0,2025-10-30
451831,62,M459,US01,0001,16,370.66,1,A1,2025-09-22
451832,93,M817,US01,0001,17,552.22,1,A0,2025-09-04
451832,11,M676,US01,0001,15,933.69,1,A1,2025-08-29
451832,39,M938,US01,0001,3,799.94,1,A0,2025-09-06
451832,91,M127,US01,0002,15,448.74,1,A1,2025-11-08
451833,10,M266,US01,0002,17,62.02,1,A0,2025-09-12
451833,46,M748,US01,0001,16,481.02,1,V0,2025-10-02
451833,81,M138,US01,0002,4,997.91,1,A0,2025-10-28
451833,45,M232,US01,0002,20,99.81,1,V0,2025-10-01
451834,98,M887,US01,0001,17,561.02,1,A1,2025-10-21
451834,69,M221,US01,0001,18,983.23,1,A1,2025-09-07
451834,66,M315,US01,0002,2,604.74,1,A1,2025-09-12
451834,42,M114,US01,0002,20,158.49,1,A1,2025-11-03
451835,23,M968,US01,0001,2,681.14,1,A1,2025-10-16
451835,28,M682,US01,0001,10,159.72,1,A0,2025-10-16
451835,22,M872,US01,0001,5,697.16,1,A0,2025-10-27
451835,25,M266,US01,0001,12,566.03,1,A1,2025-09-04
451836,81,M160,US01,0002,4,785.87,1,A0,2025-08-25
451836,77,M502,US01,0002,16,731.04,1,A0,2025-10-05
451836,66,M726,US01,0001,8,383.29,1,A0,2025-10-28
451836,28,M936,US01,0001,7,498.12,1,A0,2025-09-30
451837,83,M877,US01,0001,4,993.9,1,A1,2025-10-03
451837,12,M204,US01,0002,16,680.63,1,V0,2025-10-14
451837,43,M707,US01,0002,12,572.33,1,A0,2025-10-21
451838,88,M810,US01,0002,4,720.73,1,A0,2025-11-09
451838,27,M404,US01,0002,11,784.1,1,V0,2025-10-13
451838,55,M231,US01,0002,13,722.9,1,A0,2025-10-27
451838,15,M258,US01,0001,14,112.04,1,A1,2025-09-08
451839,97,M172,US01,0002,17,704.78,1,A0,2025-10-28
451839,85,M686,US01,0001,3,439.1,1,V0,2025-10-14
451840,98,M108,US01,0001,15,735.64,1,V0,2025-10-05
451840,79,M212,US01,0002,9,961.58,1,A1,2025-10-18
451840,44,M953,US01,0001,17,128.94,1,A1,2025-08-19
451841,81,M336,US01,0002,12,983.62,1,V0,2025-08-21
451841,13,M805,US01,0002,5,971.27,1,A0,2025-10-03
451841,70,M228,US01,0001,8,835.54,1,A1,2025-09-19
451842,73,M936,US01,0001,6,419.47,1,V0,2025-10-21
451842,50,M710,US01,0001,16,467.43,1,A1,2025-08-21
451842,56,M465,US01,0001,5,342.49,1,V0,2025-10-08
451842,65,M421,US01,0001,1,450.73,1,V0,2025-10-09
451843,46,M936,US01,0001,9,71.25,1,A1,2025-09-13
451843,14,M538,US01,0002,3,292.38,1,V0,2025-08-17
451844,62,M390,US01,0001,13,824.18,1,A1,2025-10-08
451844,33,M810,US01,0001,5,600.08,1,V0,2025-11-08
451845,81,M173,US01,0001,19,607.54,1,A0,2025-09-30
451845,98,M938,US01,0001,4,756.99,1,A0,2025-10-10
451845,49,M211,US01,0002,15,803.52,1,V0,2025-10-11
451846,65,M831,US01,0002,2,339.89,1,V0,2025-10-16
451846,77,M172,US01,0002,1,104.04,1,A1,2025-09-07
451846,22,M474,US01,0001,7,671.05,1,V0,2025-09-21
451847,37,M877,US01,0001,17,650.25,1,V0,2025-08-18
451847,12,M957,US01,0001,14,477.55,1,A0,2025-08-22
451847,53,M609,US01,0001,16,409.14,1,V0,2025-08-17
451848,97,M459,US01,0002,7,993.64,1,A1,2025-11-09
451849,14,M390,US01,0002,11,275.4,1,A1,2025-10-04
451849,84,M555,US01,0002,17,640.58,1,A1,2025-10-26
451849,24,M831,US01,0002,5,701.38,1,A1,2025-08-23
451850,25,M707,US01,0002,20,971.47,1,A0,2025-09-07
451850,62,M794,US01,0001,5,841.39,1,A1,2025-09-07
451851,80,M622,US01,0001,3,184.08,1,A0,2025-10-08
451851,69,M970,US01,0001,15,687.11,1,V0,2025-10-30
451852,57,M682,US01,0002,12,567.61,1,V0,2025-11-12
451853,58,M390,US01,0002,20,501.52,1,A1,2025-09-17
451853,35,M219,US01,0002,20,980.82,1,V0,2025-09-15
451853,67,M601,US01,0002,2,188.72,1,A1,2025-09-10
451854,54,M968,US01,0001,4,462.24,1,A1,2025-09-24
451854,25,M304,US01,0001,13,527.18,1,V0,2025-09-09
451854,25,M681,US01,0002,19,725.37,1,A0,2025-09-26
451854,89,M609,US01,0002,12,931.29,1,A0,2025-09-03
451855,54,M459,US01,0001,8,767.27,1,A1,2025-09-18
451856,81,M805,US01,0001,2,985.8,1,A0,2025-09-11
451856,60,M390,US01,0001,15,985.62,1,A0,2025-10-11
